0,44,75,56,42,82,46,67,7,89,2,13,81,29,89,40,2,44,94,29,45,45,37,97,69,98,88,56,52,67,72,54,95,37,78,79,57,31,84,7,34,46,28,39,4,66,93,65,17,1,52,19,34,46,46,57,52,68,6,56,22,73,90,32,13,82,45,82,8,83,20,55,61,18,66,87,15,12,23,58,33,1,99,6,73,73,40,64,34,33,57,4,63,41,55,4,15,10,61,98,32,95,1,24,58,28,13,81,90,38,32,56,26,48,71,42,43,92,32,82,44,86,28,70,50,47,15,11,16,86,13,85,10,87,40,32,96,83,49,16,32,92,93,2,64,29,92,42,40,88,74,19,93,13,30,80,75,58,58,87,2,69,21,1,1,85,79,69,41,49,15,17,38,47,21,4,29,13,39,74,75,54,16,21,34,88,69,29,17,82,14,13,26,5,8,26,35,18,97,86,21,61,1,27,64,86,93,25,98,64,37,82,14,13,36,11,17,36,94,28,53,65,89,77,15,12,65,45,17,96,60,75,74,40,97,80,5,23,90,63,92,8,25,22,23,53,76,8,61,36,40,16,81,29,9,14,68,75,39,36,80,57,68,76,90,80,22,48,94,36,30,80,24,15,96,20,64,49,87,33,64,89,19,1,5,52,6,57,31,28,52,59,2,18,38,94,62,10,45,53,6,25,69,34,35,19,15,64,47,67,24,86,34,89,35,21,99,42,26,95,70,52,91,70,56,10,24,28,93,85,45,36,38,32,3,71,62,36,67,95,78,71,40,92,43,80,35,8,80,91,77,91,37,82,66,63,73,4,23,13,49,49,35,2,74,10,16,55,73,47,33,68,67,2,78,72,40,55,8,22,38,19,48,36,46,27,61,76,44,56,26,35,23,29,56,12,82,29,85,67,41,46,84,33,28,65,53,25,68,30,95,71,54,61,69,21,33,5,24,73,69,24,63,23,72,55,60,54,47,17,21,80,7,69,3,63,19,98,33,66,64,81,37,99,96,53,73,17,70,8,31,45,13,71,37,98,47,88,99,41,24,8,74,93,81,29,64,42,30,25,34,32,58,96,53,92,20,68,55,21,11,78,75,30,15,50,86,71,30,58,24,81,83,27,78,29,74,38,36,18
44,0,24,7,31,93,37,92,55,9,43,5,42,82,14,27,52,37,38,80,45,39,70,94,43,37,94,3,45,77,65,64,17,56,12,9,68,1,19,84,28,92,75,27,86,32,37,61,53,79,84,46,47,91,61,79,89,63,99,1,83,25,85,15,43,59,53,24,41,34,46,80,38,86,76,40,90,45,28,35,58,94,58,77,66,49,16,76,55,73,6,31,17,73,58,52,29,52,20,10,92,90,21,93,59,33,57,19,67,88,47,71,1,53,50,68,48,35,86,80,56,87,76,13,32,82,69,42,9,35,68,57,28,56,20,75,47,23,38,18,40,67,97,65,30,52,34,33,5,60,68,31,21,77,94,94,30,92,26,59,67,95,96,34,29,17,20,44,36,26,45,53,3,11,41,85,5,65,69,93,34,32,7,70,95,7,97,55,30,45,79,87,44,1,70,96,68,78,38,98,49,2,4,11,79,13,1,97,17,90,90,77,44,24,86,73,90,21,68,88,99,17,15,56,41,40,28,48,15,71,28,25,9,51,23,40,99,60,74,25,36,53,83,2,27,91,2,54,22,8,38,70,58,25,58,84,55,88,43,10,88,60,36,78,18,64,47,60,86,97,74,58,46,98,18,48,25,40,66,40,77,49,65,36,24,53,54,99,67,82,29,60,77,82,16,23,9,42,65,84,47,98,15,33,46,84,78,76,44,80,10,45,75,68,46,39,67,93,90,17,48,29,97,62,9,1,51,27,68,54,14,38,25,62,67,50,63,78,12,8,83,90,95,71,86,23,38,60,22,2,10,71,39,85,53,40,89,11,92,21,80,10,16,4,1,80,5,88,85,81,34,51,23,68,8,74,93,77,98,49,27,2,15,7,72,40,18,80,78,18,15,85,98,28,5,80,14,66,83,47,81,39,40,10,34,64,67,43,68,80,10,45,64,79,41,36,97,36,94,57,40,34,93,61,82,20,83,14,50,24,19,3,80,58,12,31,25,74,73,91,53,62,47,85,43,71,93,73,66,83,67,41,87,43,36,41,74,44,4,42,23,54,17,26,75,12,93,21,54,45,84,75,23,42,63,22,61,42,28,68,76,26,52,8,81,40,36,5,33,30,39,53,32,75,11,88,39,63,58,15
75,24,0,30,3,84,92,22,26,98,69,86,50,16,34,1,88,84,82,99,6,16,38,15,54,23,11,5,64,57,67,47,28,78,81,69,59,28,64,80,49,7,39,73,8,40,12,8,39,88,93,87,24,42,10,39,99,90,94,68,78,84,60,42,89,24,61,71,19,3,26,53,14,9,64,21,83,73,46,87,59,46,98,30,34,45,96,94,5,95,32,25,92,41,99,20,70,48,91,58,61,86,15,40,47,24,79,93,27,62,1,75,30,44,59,13,77,17,9,66,26,23,77,71,24,53,86,86,68,71,1,36,67,51,94,38,82,27,79,34,5,36,55,71,19,24,54,53,67,68,61,50,32,81,21,57,48,1,25,23,10,97,65,92,59,2,65,75,87,9,35,80,68,55,46,4,70,50,74,31,53,99,52,18,90,17,82,46,79,95,75,13,81,89,26,80,2,62,42,54,13,39,33,76,95,95,79,70,82,49,75,70,69,31,5,70,2,39,92,88,89,19,65,53,36,33,99,76,39,84,89,46,75,98,9,90,97,81,51,45,84,85,82,31,79,25,83,96,31,11,48,19,69,43,54,84,33,58,76,38,3,45,53,84,7,65,51,45,14,10,23,87,38,18,93,59,77,63,96,63,7,88,35,14,93,20,15,84,27,51,52,52,64,88,41,57,60,95,76,69,16,6,96,54,7,22,70,81,85,34,24,25,49,18,2,83,92,69,88,85,53,54,18,5,43,44,78,89,43,82,81,19,72,33,36,56,88,18,52,10,17,50,73,53,85,55,7,28,65,88,24,10,70,67,51,2,42,41,7,87,3,12,61,13,80,72,39,50,14,58,35,38,93,6,1,56,85,28,69,23,1,30,7,89,68,51,79,26,97,99,78,20,18,13,34,96,30,79,92,83,38,64,42,11,12,35,35,26,10,66,57,73,85,82,4,1,55,3,14,93,73,3,44,45,64,14,3,34,14,53,82,73,19,94,98,66,28,17,72,32,74,27,62,81,67,8,22,56,33,10,25,46,18,92,63,28,13,98,69,77,94,63,75,51,61,97,57,5,88,17,66,15,68,82,10,35,81,39,25,28,55,58,70,34,99,13,48,76,12,52,34,71,84,38,50,54,79,69,32,49
56,7,30,0,90,96,61,65,11,23,93,55,23,46,32,38,1,99,23,39,85,88,94,19,5,8,49,56,88,91,42,37,18,69,90,61,23,63,55,32,19,89,21,22,80,1,3,92,31,95,16,78,53,36,66,85,34,8,44,51,51,15,85,18,70,15,46,12,33,43,46,89,65,46,26,68,30,77,69,67,94,24,1,59,66,73,51,10,85,46,35,69,42,8,4,1,92,91,55,1,10,50,51,68,70,29,45,61,99,11,29,45,44,11,38,73,30,71,53,95,81,72,73,79,37,5,91,87,32,43,17,62,6,21,27,59,71,5,35,81,77,34,9,29,45,36,86,41,47,33,42,73,66,58,93,6,24,28,82,92,53,4,2,66,93,55,12,53,83,58,88,69,34,4,11,16,92,10,8,59,34,92,39,12,62,45,76,5,52,6,28,97,69,88,2,44,99,81,82,39,82,52,67,52,26,92,59,59,7,70,68,69,37,12,14,30,48,23,34,93,61,11,69,12,17,30,18,23,72,80,71,26,40,39,98,25,92,90,6,66,86,4,8,86,75,52,65,36,23,68,60,70,60,47,58,19,76,7,5,52,78,10,93,58,19,2,99,39,84,68,4,25,16,58,53,76,64,36,12,1,58,48,60,64,16,72,7,26,74,75,83,73,58,18,83,61,39,89,23,66,6,83,52,85,67,97,19,58,41,41,33,23,72,67,45,22,39,41,57,93,82,59,36,1,76,68,64,27,98,69,71,68,91,54,72,60,97,35,71,12,52,19,41,15,55,19,13,45,45,75,65,63,76,9,71,26,89,80,94,55,88,86,84,63,53,45,73,79,80,85,79,18,57,23,49,7,14,38,42,92,76,51,41,10,60,31,68,77,89,36,74,44,86,50,67,92,27,95,60,67,88,17,90,26,37,70,73,67,49,73,55,91,57,83,23,78,58,82,64,17,12,15,56,23,63,95,6,61,73,18,85,66,69,26,39,64,79,88,10,64,43,21,8,75,93,83,36,46,77,34,40,78,16,60,78,82,96,89,60,29,20,37,13,38,64,55,29,58,26,7,73,49,98,76,58,31,12,64,92,2,70,77,3,4,1,71,46,35,54,71,26,93,78,53,71,62,81,9,24,43
42,31,3,90,0,73,69,80,93,64,41,43,61,96,65,76,1,81,86,11,39,57,4,47,31,51,95,41,34,68,2,72,22,82,63,21,94,80,16,50,25,60,48,47,97,24,61,21,40,12,59,92,57,70,9,62,6,15,64,76,39,74,56,33,1,89,46,70,66,52,35,42,72,47,66,1,94,33,6,53,72,55,15,72,13,2,15,86,26,12,40,85,22,57,88,65,22,25,4,73,95,86,27,17,36,35,47,85,92,20,26,11,36,72,36,17,98,35,97,52,6,62,80,33,13,92,48,94,18,70,63,49,87,39,48,11,91,50,75,24,3,82,37,51,67,32,83,92,87,11,2,69,62,70,5,62,79,51,99,81,42,13,74,1,73,71,74,97,71,75,67,29,35,54,7,66,64,24,81,82,20,11,95,50,63,32,55,22,37,67,56,95,94,93,15,42,61,44,81,21,30,71,38,50,25,43,61,32,7,64,3,82,75,1,49,18,71,84,23,95,70,3,98,21,97,20,19,99,82,50,37,36,66,19,96,18,5,63,39,98,54,37,10,41,94,99,79,9,47,39,33,7,26,13,45,71,79,52,40,14,57,56,24,72,92,45,76,21,29,11,74,18,99,11,95,18,32,93,76,2,49,29,68,35,14,11,44,64,91,38,81,90,54,5,41,19,78,57,24,93,43,85,18,79,25,77,43,57,20,75,66,65,33,24,42,72,7,22,53,97,21,15,91,15,54,90,75,80,31,75,82,41,44,89,65,29,4,45,68,94,22,39,61,20,87,91,30,80,37,82,3,39,73,16,6,52,63,15,20,12,6,29,4,31,88,18,1,73,53,44,68,3,66,42,67,63,42,65,96,22,82,72,34,15,91,90,33,63,46,10,44,66,85,98,47,3,85,28,70,50,96,87,26,58,30,85,51,44,60,69,88,84,80,70,75,79,75,17,58,56,76,47,95,18,79,91,61,59,34,89,32,11,67,49,77,76,36,3,52,99,85,21,38,29,6,53,71,55,63,25,78,25,31,19,89,82,76,11,61,19,12,51,55,14,89,11,86,36,83,51,62,28,1,36,46,21,17,92,5,27,12,72,58,28,63,30,56,40,4,91,10,47,17,19,46,68,95,15,60,40
82,93,84,96,73,0,99,8,53,82,66,25,92,75,24,50,77,23,43,57,94,32,39,7,96,14,23,49,38,89,29,48,45,19,64,47,10,34,66,46,44,65,12,36,92,6,31,99,50,89,14,7,34,69,19,15,49,13,11,9,50,58,75,32,82,96,14,34,23,37,63,79,87,73,14,14,3,52,54,23,79,83,50,16,16,8,72,9,47,8,95,84,25,13,10,90,71,28,67,39,56,89,77,10,17,24,62,93,0,92,57,80,9,50,66,50,15,2,24,28,73,30,30,22,42,34,56,5,14,46,66,63,16,84,99,80,71,49,90,26,76,55,46,9,40,82,54,2,83,42,39,2,49,62,74,20,85,97,87,19,48,70,97,29,66,20,2,42,4,27,6,12,73,99,88,90,3,11,51,22,47,59,32,57,13,37,99,91,90,87,59,54,6,5,3,25,69,41,67,90,3,96,49,38,12,26,46,97,13,71,11,24,15,25,38,54,47,74,31,82,70,39,56,65,42,3,14,16,96,46,23,52,15,47,71,17,11,12,22,36,78,35,44,11,99,6,75,21,20,3,21,65,10,96,42,72,92,65,64,61,53,11,50,92,42,4,25,5,69,39,97,55,13,42,31,80,63,40,29,3,4,14,31,67,5,6,56,52,14,34,70,44,59,33,22,94,14,49,9,83,98,6,56,96,63,76,48,30,10,89,88,34,2,94,16,57,59,89,88,65,93,46,99,91,51,21,37,4,32,69,23,24,73,44,55,16,56,77,76,84,51,36,63,20,4,18,91,24,59,32,88,30,59,62,43,49,43,91,15,43,73,38,84,2,85,69,26,78,51,25,60,98,94,18,37,84,19,20,4,77,21,21,67,75,91,5,59,22,92,44,64,20,34,3,27,43,90,88,68,53,56,47,75,62,64,94,49,39,19,49,75,76,99,67,21,25,33,12,30,74,68,83,31,34,45,20,33,48,68,87,64,34,33,32,21,56,2,45,89,52,1,46,82,6,6,49,51,20,86,17,1,41,48,38,29,63,89,94,29,78,81,82,40,79,18,18,2,55,35,37,29,43,88,28,29,39,67,28,82,51,25,23,96,21,87,94,77,67,81,20,21,59,94,98,84,30,61,61,41,52
46,37,92,61,69,99,0,11,40,64,75,42,59,29,87,81,61,44,53,17,94,59,38,22,92,89,97,99,70,2,32,74,35,78,14,40,50,6,20,93,59,62,4,28,74,97,95,49,88,61,48,32,61,36,73,82,85,74,42,60,92,83,31,42,90,13,69,10,6,53,84,38,76,73,42,1,40,98,70,67,74,13,37,30,75,71,13,84,61,83,15,45,51,70,52,76,22,12,1,68,36,91,19,48,23,64,4,67,81,29,82,44,55,66,48,79,17,3,20,37,54,60,15,79,44,36,77,14,87,21,68,71,92,33,38,51,17,32,71,9,69,24,92,94,75,27,25,30,66,57,91,28,11,51,15,30,95,66,6,58,37,91,20,17,23,17,7,38,93,86,87,62,70,25,22,41,35,71,83,79,3,24,75,68,13,3,14,24,68,99,72,15,96,60,69,41,54,11,87,59,81,61,25,92,28,86,82,17,54,21,33,76,2,1,21,74,29,79,34,31,87,65,76,85,16,68,34,66,99,9,51,18,14,57,95,51,24,66,80,51,79,29,4,20,32,94,4,44,25,51,6,61,88,21,31,1,86,75,73,44,80,5,45,83,70,80,75,47,7,93,21,8,3,68,18,72,94,3,27,87,36,5,52,73,52,29,72,91,72,33,73,34,96,94,97,8,19,15,19,78,72,74,38,14,87,85,69,60,52,2,93,75,87,55,52,31,18,50,17,79,95,64,62,12,94,15,32,5,84,68,57,19,70,9,51,53,91,84,11,79,20,93,55,2,36,28,3,97,89,69,16,94,78,97,59,88,64,90,90,47,74,99,71,98,42,38,15,52,17,33,41,53,43,17,5,39,99,15,37,35,21,43,6,42,79,76,13,63,24,51,63,58,73,24,44,29,29,61,71,22,65,17,78,30,5,70,18,76,40,90,44,4,46,91,46,18,45,51,46,20,15,48,4,44,29,21,76,54,23,78,66,37,13,98,33,36,62,59,40,14,20,21,81,86,99,12,46,6,28,31,64,59,52,48,35,96,30,9,77,43,40,55,70,53,5,74,49,19,72,29,18,29,73,66,67,93,36,32,70,54,13,32,84,6,85,77,35,69,21,84,47,48,27,75,19,52,71,13,27,99
67,92,22,65,80,8,11,0,86,21,65,76,48,55,73,16,30,61,77,29,99,98,84,19,96,83,37,21,50,37,6,42,60,62,29,86,88,83,71,80,23,75,25,59,96,14,1,57,71,19,10,83,81,65,28,50,82,45,92,4,85,87,44,8,71,90,53,69,30,91,46,58,85,8,78,9,41,53,1,45,4,22,98,56,78,54,57,40,83,99,46,88,43,71,75,29,33,48,95,55,96,59,43,13,65,89,99,58,12,59,14,3,66,25,20,4,29,22,88,59,66,60,15,42,22,11,57,36,8,55,84,70,45,69,13,6,45,73,76,31,55,99,74,34,3,96,71,85,39,28,31,46,90,52,45,60,51,86,42,48,49,3,58,20,97,93,83,64,59,41,27,70,42,65,19,1,80,14,45,9,70,24,79,70,42,11,86,46,99,87,69,18,1,30,23,9,32,30,8,46,62,84,15,14,23,31,5,43,43,33,2,71,70,14,30,43,62,81,12,37,62,35,64,90,18,31,26,13,33,16,52,16,91,95,50,71,17,83,14,91,67,45,52,47,17,33,72,16,92,89,92,9,61,55,69,44,13,93,98,68,6,31,43,27,80,78,82,78,66,29,16,47,92,22,12,91,54,71,56,46,90,16,86,32,79,96,29,29,28,37,49,14,7,27,13,46,16,39,69,49,94,29,63,24,99,64,31,90,96,1,32,96,37,70,91,96,12,26,28,67,13,95,12,11,24,6,34,9,48,54,70,10,92,98,65,34,67,33,69,85,59,13,37,50,85,75,84,51,40,50,8,60,83,34,30,66,69,24,88,67,22,14,36,13,45,37,48,51,96,88,73,51,32,34,28,76,97,41,68,55,89,58,63,93,62,50,54,91,42,52,32,76,54,49,81,50,5,71,92,92,93,59,70,83,50,81,17,21,60,18,78,36,83,60,7,17,60,5,76,86,48,72,6,1,98,76,80,83,33,73,97,81,17,46,72,36,50,56,94,11,46,46,86,11,3,49,23,47,49,48,93,44,56,82,24,4,85,41,59,22,80,93,78,68,21,25,59,99,75,64,20,52,5,91,11,98,56,48,91,1,57,30,49,57,65,29,2,54,67,59,57,77,34,50,13,83,76,12,26,53
7,55,26,11,93,53,40,86,0,57,54,10,64,32,57,75,54,73,83,9,41,9,65,46,45,58,22,53,42,5,6,50,11,52,78,91,36,68,28,39,21,46,26,61,90,96,52,79,5,68,8,84,91,77,1,52,69,96,31,48,4,48,31,10,59,31,49,43,67,68,79,51,84,20,14,17,29,78,67,44,37,36,41,21,60,44,21,22,58,32,33,37,90,10,38,52,86,82,1,73,31,17,78,19,36,87,40,41,69,44,33,36,28,85,10,40,7,87,39,80,51,12,42,63,43,59,28,88,31,80,26,46,87,47,47,21,30,20,31,88,25,88,22,42,47,48,30,36,65,1,55,72,6,41,30,93,2,74,87,4,57,27,96,39,69,9,95,60,72,68,75,69,16,50,76,34,90,85,66,12,22,72,50,98,43,82,44,34,36,17,19,2,58,91,62,72,31,36,75,1,37,82,30,6,37,51,83,39,87,99,3,91,90,71,12,31,40,19,3,81,97,8,79,4,74,54,57,75,47,7,84,2,81,23,26,85,9,99,91,56,59,10,80,56,38,41,93,10,16,44,56,45,44,64,16,36,74,16,10,65,12,43,34,72,42,83,87,40,66,18,38,1,13,18,90,89,30,35,32,91,86,83,22,16,46,6,38,21,32,70,75,62,34,44,24,69,91,5,34,35,27,25,8,72,91,10,35,5,46,74,71,97,31,27,76,87,97,24,13,47,27,65,67,40,34,78,65,36,82,73,65,3,62,33,70,27,89,85,74,34,38,15,71,5,18,26,31,33,45,44,68,76,92,40,62,57,47,97,79,68,85,53,94,56,78,82,45,9,37,66,44,28,10,25,4,38,84,84,15,47,20,85,94,72,39,9,83,48,79,71,80,39,22,49,36,80,63,28,40,95,46,80,34,66,39,28,84,83,92,30,30,30,47,82,67,42,36,62,10,66,41,23,80,53,12,48,71,58,30,84,43,82,29,65,44,19,82,5,53,67,85,74,78,50,64,84,29,65,18,1,95,19,79,1,37,7,92,37,93,22,78,77,13,48,83,40,41,41,45,57,61,8,13,60,30,76,3,39,65,23,79,80,82,2,71,62,92,83,33,3,52,8,49,55,74,52,96,28,80,17
89,9,98,23,64,82,64,21,57,0,28,96,7,12,73,34,74,33,70,43,57,15,68,94,36,63,53,38,60,58,9,54,44,39,97,64,49,65,18,44,5,58,49,65,13,86,17,9,59,28,65,90,21,81,81,45,70,58,98,57,4,68,57,47,21,94,97,84,12,71,97,65,34,93,21,16,19,80,15,41,2,3,90,35,43,4,5,56,29,61,65,36,69,5,10,10,55,46,93,95,21,8,90,49,14,65,27,27,55,96,6,78,57,30,76,49,5,22,57,80,64,29,49,21,28,41,28,80,60,56,83,68,16,83,45,65,41,77,18,32,27,52,46,34,81,52,9,47,64,74,43,8,16,90,92,26,25,18,75,89,95,63,22,90,58,89,83,54,44,44,48,82,88,96,10,36,45,59,80,94,19,93,84,87,43,58,80,14,14,75,18,32,8,95,31,47,28,99,3,62,32,28,71,55,9,90,4,59,67,3,18,25,62,85,85,68,42,82,73,74,24,27,10,31,69,25,26,67,80,93,18,68,62,63,60,55,11,82,83,80,43,35,98,60,58,43,86,76,24,36,9,76,81,89,65,4,96,72,70,52,84,68,91,55,5,8,98,1,80,69,82,62,26,45,11,96,26,70,32,27,18,44,53,3,64,87,68,28,99,13,53,42,98,40,87,89,66,14,31,92,67,99,79,43,71,62,86,36,35,39,13,29,79,88,46,39,99,50,31,27,59,87,98,34,35,75,16,67,6,54,38,86,9,50,54,80,27,5,12,77,11,51,98,28,2,94,56,34,77,5,80,72,39,11,34,76,38,30,41,82,76,56,40,98,10,50,60,46,67,43,93,82,92,26,17,10,86,71,11,13,18,28,9,64,80,25,91,40,64,51,78,51,90,60,25,1,41,1,87,3,99,28,28,73,65,29,92,98,24,72,38,94,49,22,87,30,8,84,34,2,14,37,31,98,54,21,6,99,18,67,92,8,79,73,10,58,31,9,96,22,99,11,95,19,10,99,84,58,25,89,33,36,12,95,21,9,85,45,38,29,7,16,82,64,72,90,13,72,36,53,99,38,14,74,81,91,37,20,56,85,18,68,51,54,53,72,45,65,71,18,21,20,55,1,93,80,62,30,62,54
